age,job,marital,education,balance,housing,loan,contact,day,month,duration
83,retired,married,primary,425,no,no,telephone,2,feb,912
46,admin.,married,primary,469,yes,no,cellular,2,feb,75
38,technician,married,secondary,201,yes,no,cellular,2,feb,43
36,unemployed,divorced,secondary,1366,no,yes,cellular,2,feb,131
59,blue-collar,married,secondary,410,yes,no,cellular,2,feb,136
30,management,single,tertiary,45,no,no,telephone,2,feb,211
31,technician,single,secondary,775,no,no,cellular,2,feb,361
34,management,married,tertiary,490,yes,no,cellular,2,feb,491
35,services,married,secondary,-50,no,no,cellular,2,feb,71
29,admin.,single,secondary,1027,yes,no,cellular,2,feb,177
55,self-employed,divorced,secondary,1530,no,no,cellular,2,feb,166
34,admin.,married,secondary,50,yes,no,cellular,2,feb,173
31,services,single,secondary,125,no,no,cellular,2,feb,360
32,management,single,tertiary,207,yes,no,cellular,2,feb,56
32,admin.,married,secondary,56,yes,no,cellular,2,feb,275
37,blue-collar,married,secondary,-67,no,no,cellular,2,feb,157
36,admin.,married,secondary,0,yes,no,cellular,2,feb,236
41,housemaid,married,primary,1332,no,no,telephone,2,feb,122
42,blue-collar,married,primary,1455,yes,no,cellular,2,feb,279
40,services,married,secondary,683,yes,no,cellular,2,feb,299
39,management,single,tertiary,-145,yes,no,cellular,2,feb,268
52,unemployed,married,primary,3175,no,no,cellular,2,feb,165
45,management,married,tertiary,474,yes,yes,cellular,2,feb,190
60,retired,married,primary,174,yes,yes,cellular,2,feb,157
40,management,married,tertiary,543,yes,no,cellular,2,feb,349
36,management,married,tertiary,82,no,no,cellular,2,feb,124
57,admin.,married,secondary,11,no,no,cellular,2,feb,261
34,technician,married,tertiary,-624,no,no,telephone,2,feb,20
37,management,married,primary,1404,yes,no,cellular,2,feb,97
49,admin.,married,secondary,359,yes,no,cellular,2,feb,231
37,management,married,tertiary,59,yes,yes,telephone,2,feb,319
38,entrepreneur,married,tertiary,136,yes,yes,cellular,2,feb,113
41,admin.,married,secondary,437,yes,no,cellular,2,feb,138
46,services,divorced,unknown,973,no,no,cellular,2,feb,297
32,management,married,tertiary,55,no,no,cellular,2,feb,124
38,blue-collar,married,primary,489,yes,no,cellular,2,feb,218
40,services,divorced,secondary,687,yes,no,cellular,2,feb,531
44,management,married,secondary,991,no,no,cellular,2,feb,194
48,admin.,single,secondary,303,yes,yes,cellular,2,feb,142
35,management,single,tertiary,688,no,no,cellular,2,feb,504
28,management,single,tertiary,224,yes,no,cellular,2,feb,97
31,technician,single,tertiary,1625,no,no,cellular,2,feb,158
33,management,single,tertiary,1021,no,no,cellular,2,feb,734
43,management,married,secondary,16,no,no,cellular,2,feb,154
60,retired,married,tertiary,2557,yes,no,cellular,2,feb,415
31,admin.,single,secondary,338,no,no,cellular,2,feb,155
29,management,single,tertiary,29,no,no,cellular,2,feb,144
27,student,single,secondary,1625,no,no,cellular,2,feb,180
36,blue-collar,married,secondary,-42,no,yes,cellular,2,feb,521
33,management,single,tertiary,5437,no,no,cellular,2,feb,78
33,admin.,married,secondary,3519,no,no,cellular,2,feb,161
45,housemaid,married,tertiary,40,yes,no,cellular,2,feb,68
43,management,married,tertiary,0,no,no,cellular,2,feb,319
34,blue-collar,married,secondary,7,yes,yes,cellular,2,feb,171
43,technician,single,secondary,257,yes,no,cellular,2,feb,64
53,admin.,divorced,secondary,372,no,yes,cellular,2,feb,126
59,management,married,tertiary,3401,no,no,cellular,2,feb,111
46,management,married,tertiary,5261,no,no,cellular,2,feb,215
35,services,divorced,secondary,6,no,no,cellular,2,feb,111
26,student,single,secondary,2469,no,no,cellular,2,feb,406
49,self-employed,married,tertiary,147,no,yes,cellular,2,feb,559
40,management,married,tertiary,0,yes,no,cellular,2,feb,279
53,technician,single,tertiary,-167,yes,yes,cellular,2,feb,289
61,housemaid,single,unknown,893,no,no,telephone,2,feb,324
36,unemployed,married,secondary,608,yes,no,cellular,2,feb,114
32,management,married,tertiary,141,no,no,cellular,2,feb,64
42,management,married,secondary,0,yes,yes,cellular,2,feb,854
31,management,single,tertiary,630,no,no,cellular,2,feb,70
28,student,single,secondary,689,no,no,cellular,2,feb,36
35,services,married,secondary,630,yes,no,cellular,2,feb,134
28,unemployed,single,tertiary,0,no,no,telephone,2,feb,39
38,management,married,tertiary,1308,yes,no,cellular,2,feb,626
57,admin.,married,secondary,567,yes,no,cellular,2,feb,87
33,entrepreneur,married,tertiary,606,yes,no,cellular,2,feb,194
58,retired,married,secondary,1227,no,no,cellular,2,feb,277
26,student,single,secondary,5569,no,no,cellular,2,feb,236
41,management,married,secondary,0,yes,no,cellular,2,feb,154
45,management,married,tertiary,3857,yes,no,cellular,2,feb,195
43,blue-collar,married,secondary,1109,yes,no,cellular,2,feb,115
60,blue-collar,married,secondary,272,no,no,cellular,2,feb,421
33,management,married,tertiary,73,yes,no,cellular,2,feb,214
58,retired,married,secondary,158,yes,yes,cellular,2,feb,156
45,unemployed,married,primary,0,yes,no,cellular,2,feb,570
38,admin.,divorced,secondary,485,yes,no,cellular,2,feb,252
29,management,single,tertiary,642,no,no,cellular,2,feb,156
32,blue-collar,single,secondary,2142,no,no,cellular,2,feb,406
41,services,divorced,secondary,840,yes,no,cellular,2,feb,938
27,blue-collar,married,primary,0,no,no,telephone,2,feb,45
29,blue-collar,married,secondary,1074,no,no,cellular,2,feb,153
48,blue-collar,divorced,secondary,-535,yes,no,cellular,2,feb,115
39,management,married,unknown,1253,no,no,cellular,2,feb,337
58,management,divorced,tertiary,5701,no,no,cellular,2,feb,521
27,admin.,single,tertiary,43,no,no,cellular,2,feb,95
48,services,married,secondary,22,no,no,cellular,2,feb,429
40,services,married,secondary,809,no,no,cellular,2,feb,114
31,unemployed,single,primary,1,no,no,cellular,2,feb,19
52,services,married,secondary,416,yes,no,cellular,2,feb,198
43,blue-collar,married,secondary,597,yes,no,cellular,2,feb,87
38,technician,single,secondary,103,yes,no,cellular,2,feb,159
31,services,divorced,secondary,139,no,no,cellular,2,feb,178
31,management,single,secondary,783,yes,no,cellular,2,feb,221
53,technician,married,secondary,4930,no,yes,cellular,2,feb,228
32,management,single,secondary,453,yes,no,cellular,2,feb,544
75,retired,divorced,primary,46,no,no,cellular,2,feb,294
37,technician,married,secondary,494,yes,no,cellular,2,feb,247
75,retired,married,primary,3324,no,no,cellular,2,feb,149
60,services,married,secondary,292,no,yes,cellular,2,feb,260
61,management,married,tertiary,6016,no,no,cellular,2,feb,670
30,technician,single,secondary,57,no,no,cellular,2,feb,465
48,blue-collar,single,primary,8990,no,no,telephone,2,feb,1790
32,admin.,single,tertiary,2004,no,no,cellular,2,feb,141
26,blue-collar,single,secondary,494,no,no,cellular,2,feb,237
38,management,married,tertiary,1187,yes,yes,cellular,2,feb,157
29,blue-collar,married,secondary,321,yes,yes,cellular,2,feb,102
36,management,married,tertiary,630,no,no,cellular,2,feb,285
42,unemployed,single,secondary,1523,yes,no,cellular,2,feb,736
57,management,married,secondary,123,no,no,cellular,2,feb,154
37,management,single,tertiary,230,yes,yes,cellular,2,feb,120
45,admin.,married,secondary,1214,yes,no,cellular,2,feb,150
26,services,single,secondary,37,no,yes,cellular,2,feb,219
35,technician,married,tertiary,1526,yes,no,cellular,2,feb,236
41,services,divorced,secondary,-376,yes,no,cellular,2,feb,421
33,admin.,married,secondary,482,yes,no,cellular,2,feb,249
31,management,married,tertiary,4015,yes,no,cellular,2,feb,95
31,management,single,tertiary,1017,no,no,cellular,2,feb,83
38,unemployed,single,secondary,2876,no,no,cellular,2,feb,245
39,admin.,divorced,secondary,442,yes,no,cellular,2,feb,204
56,entrepreneur,married,secondary,5838,no,no,cellular,2,feb,116
35,admin.,married,tertiary,1145,yes,no,cellular,2,feb,82
33,blue-collar,single,secondary,123,no,no,cellular,2,feb,175
31,management,single,tertiary,3283,no,no,cellular,2,feb,258
46,management,divorced,tertiary,665,yes,no,cellular,2,feb,158
31,technician,married,secondary,671,no,no,cellular,2,feb,119
30,self-employed,single,tertiary,432,yes,no,cellular,2,feb,402
57,technician,married,secondary,589,yes,no,cellular,2,feb,223
26,technician,single,tertiary,15161,no,no,cellular,2,feb,280
32,admin.,single,secondary,613,yes,no,cellular,2,feb,88
54,management,divorced,tertiary,2037,no,no,cellular,2,feb,96
55,retired,married,secondary,-185,no,yes,telephone,2,feb,463
67,retired,married,tertiary,2841,no,no,cellular,2,feb,62
53,management,married,tertiary,1759,no,no,cellular,2,feb,220
30,admin.,single,secondary,3156,no,no,cellular,2,feb,170
29,admin.,single,secondary,-498,yes,no,cellular,2,feb,99
46,technician,married,unknown,304,no,no,cellular,2,feb,202
26,self-employed,single,tertiary,458,yes,yes,cellular,2,feb,117
37,technician,single,tertiary,-1,yes,no,cellular,2,feb,223
38,admin.,single,secondary,569,yes,yes,cellular,2,feb,164
28,management,single,tertiary,233,no,no,telephone,2,feb,51
41,management,single,tertiary,601,yes,yes,cellular,2,feb,457
49,unemployed,married,primary,157,yes,no,cellular,2,feb,131
36,management,single,unknown,601,no,no,cellular,2,feb,237
40,entrepreneur,divorced,secondary,1247,yes,no,cellular,2,feb,445
43,admin.,single,secondary,-247,yes,yes,cellular,2,feb,751
34,technician,married,secondary,4,yes,no,cellular,2,feb,105
42,management,married,tertiary,477,yes,no,cellular,2,feb,413
39,services,married,secondary,52,no,no,telephone,2,feb,1420
33,unemployed,single,tertiary,617,no,no,cellular,2,feb,620
53,technician,married,secondary,598,no,no,cellular,2,feb,340
27,technician,single,unknown,0,yes,no,cellular,2,feb,168
39,entrepreneur,married,tertiary,4,yes,yes,cellular,2,feb,871
55,unemployed,married,secondary,1339,no,no,cellular,2,feb,299
49,blue-collar,married,primary,4,yes,yes,cellular,2,feb,161
47,technician,married,secondary,1167,yes,no,cellular,2,feb,139
57,retired,married,secondary,485,no,no,cellular,2,feb,79
83,retired,married,tertiary,6236,no,no,cellular,2,feb,283
39,blue-collar,married,primary,541,yes,no,cellular,2,feb,361
70,management,married,tertiary,13297,no,no,cellular,2,feb,579
35,blue-collar,married,primary,526,yes,no,cellular,2,feb,914
29,management,married,secondary,-420,yes,no,cellular,2,feb,77
48,blue-collar,single,primary,623,yes,no,cellular,2,feb,1425
32,management,single,tertiary,739,yes,no,cellular,2,feb,266
31,management,divorced,tertiary,0,no,no,cellular,2,feb,269
21,student,single,secondary,948,no,no,telephone,2,feb,77
46,blue-collar,married,primary,977,no,yes,telephone,2,feb,436
28,technician,single,tertiary,172,yes,yes,cellular,2,feb,194
41,blue-collar,divorced,primary,320,yes,no,cellular,2,feb,844
26,student,single,secondary,0,no,no,cellular,2,feb,1223
52,admin.,married,secondary,2851,no,yes,telephone,2,feb,35
28,management,single,tertiary,-328,yes,no,telephone,2,feb,318
43,management,married,primary,73,no,no,cellular,2,feb,182
45,admin.,divorced,secondary,479,no,no,cellular,2,feb,83
36,admin.,married,secondary,304,yes,no,cellular,2,feb,249
51,services,married,secondary,615,no,no,cellular,2,feb,1110
45,admin.,married,secondary,1,no,no,telephone,2,feb,1028
39,management,married,tertiary,588,yes,yes,cellular,2,feb,2256
51,technician,married,secondary,100,no,no,cellular,2,feb,467
40,blue-collar,married,secondary,231,yes,no,cellular,2,feb,69
28,admin.,married,secondary,629,no,no,cellular,2,feb,160
38,technician,married,secondary,581,yes,no,cellular,2,feb,223
30,services,single,secondary,3485,no,no,cellular,2,feb,142
34,unemployed,single,secondary,847,no,no,cellular,2,feb,684
32,technician,single,tertiary,1534,no,no,cellular,2,feb,199
47,entrepreneur,divorced,secondary,186,no,no,cellular,2,feb,112
37,self-employed,divorced,secondary,1082,no,no,cellular,2,feb,127
46,blue-collar,married,secondary,-221,yes,yes,cellular,2,feb,219
55,blue-collar,married,primary,145,no,no,telephone,2,feb,59
53,blue-collar,divorced,primary,-1,yes,no,cellular,2,feb,138
29,technician,divorced,secondary,-95,yes,no,cellular,2,feb,42
35,management,single,unknown,342,no,yes,cellular,2,feb,427
51,blue-collar,married,primary,2095,yes,yes,cellular,2,feb,438
27,student,single,tertiary,24,yes,no,cellular,2,feb,344
49,management,married,secondary,466,no,no,cellular,2,feb,21
33,services,married,secondary,317,yes,no,cellular,2,feb,141
29,student,single,tertiary,1679,no,no,cellular,2,feb,485
50,technician,divorced,secondary,8,no,no,cellular,2,feb,171
31,management,married,tertiary,40,no,no,cellular,2,feb,118
44,technician,divorced,tertiary,245,yes,no,cellular,2,feb,347
46,technician,married,secondary,317,yes,yes,cellular,2,feb,24
37,technician,married,tertiary,0,yes,no,cellular,2,feb,440
48,management,married,tertiary,7289,yes,no,cellular,2,feb,316
65,retired,married,tertiary,1948,no,no,cellular,2,feb,102
37,management,married,unknown,247,no,no,cellular,2,feb,192
27,student,single,unknown,1444,no,no,cellular,2,feb,248
36,admin.,married,secondary,606,yes,no,cellular,2,feb,102
35,admin.,married,secondary,287,yes,no,cellular,2,feb,115
58,retired,divorced,secondary,8266,yes,no,cellular,2,feb,98
46,technician,married,secondary,1028,yes,no,cellular,2,feb,96
55,admin.,single,secondary,986,no,yes,cellular,2,feb,12
28,unemployed,married,primary,7459,yes,no,cellular,2,feb,981
40,technician,divorced,secondary,93,no,no,cellular,2,feb,123
35,management,married,tertiary,194,no,no,cellular,2,feb,56
37,admin.,married,secondary,2254,no,no,telephone,2,feb,233
59,entrepreneur,divorced,secondary,0,no,yes,cellular,2,feb,69
50,technician,divorced,secondary,0,no,no,cellular,2,feb,91
65,retired,married,primary,1343,no,no,telephone,2,feb,468
55,blue-collar,married,secondary,754,no,no,cellular,2,feb,218
49,technician,married,secondary,1811,yes,yes,cellular,2,feb,168
65,retired,married,tertiary,162,no,no,cellular,2,feb,141
52,services,married,secondary,820,yes,no,cellular,2,feb,135
35,blue-collar,married,primary,0,yes,yes,cellular,2,feb,698
35,admin.,married,secondary,220,yes,no,cellular,2,feb,153
33,management,single,tertiary,0,yes,no,cellular,2,feb,116
39,technician,single,tertiary,5803,no,no,cellular,2,feb,83
29,management,single,tertiary,2439,no,no,cellular,2,feb,263
37,management,married,tertiary,751,yes,no,cellular,2,feb,186
42,management,married,tertiary,11093,no,no,cellular,2,feb,156
37,technician,married,secondary,318,no,no,cellular,2,feb,167
31,management,single,tertiary,112,yes,no,cellular,2,feb,159
31,management,single,tertiary,3295,no,no,cellular,2,feb,845
37,management,married,tertiary,4089,yes,no,cellular,2,feb,289
37,blue-collar,married,primary,643,yes,yes,cellular,2,feb,81
42,blue-collar,married,primary,718,no,no,cellular,2,feb,556
45,technician,married,secondary,0,yes,yes,telephone,2,feb,111
54,management,married,tertiary,67,yes,no,cellular,2,feb,161
35,technician,married,tertiary,633,yes,yes,cellular,2,feb,76
31,services,single,tertiary,620,no,no,cellular,2,feb,189
39,blue-collar,single,secondary,-480,yes,yes,cellular,2,feb,147
42,services,married,primary,124,yes,no,cellular,2,feb,164
29,technician,single,secondary,286,no,no,telephone,2,feb,70
33,services,divorced,secondary,69,yes,no,cellular,2,feb,300
33,management,single,tertiary,153,yes,no,cellular,2,feb,405
36,management,married,tertiary,806,yes,no,cellular,3,feb,106
34,admin.,divorced,secondary,66,no,no,cellular,3,feb,11
54,technician,divorced,secondary,0,yes,yes,cellular,3,feb,62
49,management,divorced,tertiary,4961,yes,no,cellular,3,feb,298
36,services,single,secondary,528,no,no,cellular,3,feb,225
47,services,married,secondary,1160,yes,no,cellular,3,feb,117
33,services,married,secondary,312,yes,yes,cellular,3,feb,7
35,management,single,tertiary,539,yes,no,cellular,3,feb,198
41,blue-collar,married,secondary,0,yes,no,cellular,3,feb,182
26,services,single,tertiary,2803,no,no,cellular,3,feb,11
36,services,single,secondary,774,yes,no,cellular,3,feb,231
33,management,married,tertiary,644,yes,yes,cellular,3,feb,124
36,services,single,secondary,5315,yes,no,cellular,3,feb,43
60,retired,married,secondary,0,no,no,cellular,3,feb,149
59,housemaid,married,primary,182,no,no,cellular,3,feb,133
60,services,married,secondary,594,yes,no,cellular,3,feb,35
33,management,married,tertiary,0,no,no,cellular,3,feb,624
36,blue-collar,married,secondary,414,no,no,cellular,3,feb,136
